FID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,lat,long
"1165",Phatthalung,THA-PHL,Phatthalung,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,7.6149989217,100.0809993030
"1166",Trang,THA-TRN,Trang,TH,Thailand,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,7.5490020526,99.6149973191
"1167",Songkhla,THA-SNG,Songkhla,TH,Thailand,Provincial capital,,"3","500,000 to 999,999","57434","1",UN_Data_2010_2020,7.1970029198,100.5930002831
"1168",Satun,THA-SAT,Satun,TH,Thailand,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,6.6167010417,100.0666983706
"1169",Kangar,MYS-PRL,Perlis,MY,Malaysia,Provincial capital,,"0",,"0","0",,6.4330019343,100.1899984247
"1170",Alor Setar,MYS-KED,Kedah,MY,Malaysia,Provincial capital,,"5","100,000 to 249,999","49840","0",UN_Data_2010_2020,6.1110000244,100.3619973409
"1171",Chittagong,BGD-CHT,Chittagong,BG,Bangladesh,Provincial capital,,"2","1,000,000 to 4,999,999","49590","1",UN_Data_2010_2020,22.3299990041,91.8250023425
"1172",Magway,MMR-MAG,Magwe,BM,Myanmar,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,20.1400019953,94.9179963504
"1173",Sittwe,MMR-AST,Arakan State,BM,Myanmar,Provincial capital,,"5","100,000 to 249,999","49620","0",UN_Data_2010_2020,20.1390029705,92.8950032991
"1174",Rangoon,MMR-RNG,Rangoon,BM,Myanmar,Provincial capital,,"1","5,000,000 and greater","49650","1",UN_Data_2010_2020,16.8722279529,96.1248873755
"1175",Pa-an,MMR-KSA,Karen State,BM,Myanmar,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,16.8499980365,97.6167003871
"1176",Bassein,MMR-IRR,Irrawaddy,BM,Myanmar,Provincial capital,,"0",,"49640","0",,16.7740019828,94.7320023157
"1177",Moulmein,MMR-MST,Mon State,BM,Myanmar,Provincial capital,,"0",,"49660","0",,16.4926799279,97.6450323479
"1178",Tavoy,MMR-TNS,Tenasserim,BM,Myanmar,Provincial capital,,"0",,"49680","0",,14.0840010628,98.2019973895
"1179",Port Blair,IND-AAN,Andaman and Nicobar Islands,IN,India,Provincial capital,,"5","100,000 to 249,999","49720","0",UN_Data_2010_2020,11.6675639927,92.7583293522
"1180",Phayao,THA-PHA,Phayao,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,19.1590019567,99.9039963264
"1181",Chiang Mai,THA-CMA,Chiang Mai,TH,Thailand,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,18.7869960150,99.0000003024
"1182",Nan,THA-NAN,Nan,TH,Thailand,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,18.7759979711,100.7849974031
"1183",Lamphun,THA-LMP,Lamphun,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,18.5030010681,99.0739983064
"1184",Lampang,THA-LMN,Lampang,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,18.2919959986,99.4840024404
"1185",Phrae,THA-PHR,Phrae,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,18.1500030759,100.1629984418
"1186",Uttaradit,THA-UTT,Uttaradit,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,17.6229990163,100.1030043270
"1187",Sukhothai,THA-SKH,Sukhothai,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,17.0129969584,99.7499973988
"1188",Tak,THA-TAK,Tak,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,16.8779970442,99.1199973026
"1189",Phetchabun,THA-PHH,Phetchabun,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,16.4189970049,101.1590013944
"1190",Uthai Thani,THA-UTH,Uthai Thani,TH,Thailand,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,15.3790020418,100.0260003124
"1191",Chainat,THA-CNA,Chai Nat,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,15.1790039525,100.1259994399
"1192",Sing Buri,THA-SBU,Sing Buri,TH,Thailand,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,14.8869989345,100.4010033287
"1193",Thahanbok Lop Buri,THA-LBU,Lop Buri,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,14.7969989916,100.6190014066
"1194",Ang Thong,THA-ATH,Ang Thong,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,14.5833029924,100.4499993995
"1195",Supham Buri,THA-SBR,Suphan Buri,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,14.4710009823,100.1289963489
"1196",Phra Nakhon Si Ayutthaya,THA-PNS,Phra Nakhon Si Ayutthaya,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,14.3440020375,100.5609964054
"1197",Phitsanulok,THA-PHT,Phitsanulok,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,16.8129990345,100.2660034144
"1198",Kamphaeng Phet,THA-KPH,Kamphaeng Phet,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,16.4729969706,99.5290024118
"1199",Phichit,THA-PHC,Phichit,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,16.4390039792,100.3490014127
"1200",Nakhon Sawan,THA-NSA,Nakhon Sawan,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,15.7010039517,100.1340004093
"1201",Saraburi,THA-SRB,Saraburi,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,14.5130040447,100.9140033337
"1202",Nakhon Nayok,THA-NNA,Nakhon Nayok,TH,Thailand,Provincial capital,,"7","Less than 50,000","0","1",UN_Data_2010_2020,14.2000019636,101.2159984347
"1203",Pathum Thani,THA-PTH,Pathum Thani,TH,Thailand,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,14.0166990241,100.5333033770
"1204",Nonthaburi,THA-NNT,Nonthaburi,TH,Thailand,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,13.8480390717,100.5198573332
"1205",Bangkok,THA-KTH,Krung Thep,TH,Thailand,National and provincial capital,,"1","5,000,000 and greater","57450","0",UN_Data_2010_2020,13.7500019185,100.5166714418
"1206",Chachoengsao,THA-CHC,Chachoengsao,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,13.6790009891,101.0760033962
"1207",Samut Prakan,THA-SPR,Samut Prakan,TH,Thailand,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,13.5880020215,100.6039983271
"1208",Samut Sakhon,THA-SSH,Samut Sakhon,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,13.5359999400,100.2740043839
"1209",Chon Buri,THA-CBU,Chon Buri,TH,Thailand,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,13.3679969577,100.9870023128
"1210",Prachuap Khiri Khan,THA-PKK,Prachuap Khiri Khan,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,11.8029959847,99.8000014306
"1211",Kanchanaburi,THA-KNC,Kanchanaburi,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,14.0333039854,99.5166993637
"1212",Nakhon Pathom,THA-NPT,Nakhon Pathom,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,13.8179970027,100.0639983393
"1213",Ratchaburi,THA-RTC,Ratchaburi,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,13.4999999629,99.9000003925
"1214",Samut Songkhram,THA-SSN,Samut Songkhram,TH,Thailand,Provincial capital,,"7","Less than 50,000","0","1",UN_Data_2010_2020,13.4129969291,100.0009983793
"1215",Phet Buri,THA-PHB,Phetchaburi,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,13.1000039496,99.9500044243
"1216",Fangcheng Gang,CHN-GNG,Guangxi,CH,China,Other,,"0",,"57745","0",,21.7500029397,108.3500012932
"1217",Savannakhet,LAO-SVN,Savannakhet,LA,Laos,Provincial capital,,"0",,"0","1",,16.5609990292,104.7470043549
"1218",Yasothon,THA-YST,Yasothon,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,15.7879980494,104.1509974155
"1219",Saravan,LAO-SRV,Saravan,LA,Laos,Provincial capital,,"0",,"0","1",,15.7159979296,106.4269984332
"1220",Ubon Ratchathani,THA-URT,Ubon Ratchathani,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,15.2389980672,104.8570023360
"1221",Sisaket,THA-SSK,Sisaket,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,15.1139970067,104.3330042870
"1222",Champasak,LAO-CHM,Champasak,LA,Laos,Provincial capital,,"0",,"0","1",,14.8833000437,105.8667033639
"1223",Attapu,LAO-ATT,Attapeu,LA,Laos,Provincial capital,,"0",,"0","0",,14.8079970356,106.8390002859
"1224",Prachin Buri,THA-PBU,Prachin Buri,TH,Thailand,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,14.0489999450,101.3779983317
"1225",Siemreab,KHM-SOM,Siemreab-Otdar Meanchey,CB,Cambodia,Provincial capital,,"0",,"0","0",,13.3689959826,103.8639962924
"1226",Batdambang,KHM-BTD,Batdambang,CB,Cambodia,Provincial capital,,"0",,"0","1",,13.0889969695,103.2039993044
"1227",Rayong,THA-RYN,Rayong,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,12.6770040529,101.2850013144
"1228",Chanthaburi,THA-CHN,Chanthaburi,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,12.6060029580,102.1169973841
"1229",Pouthisat,KHM-PTH,Pouthisat,CB,Cambodia,Provincial capital,,"0",,"0","1",,12.5340030038,103.9280043788
"1230",Trat,THA-TRA,Trat,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,12.2370030270,102.5090013640
"1231",Krong Kaoh Kong,KHM-KKO,Kaoh Kong,CB,Cambodia,Provincial capital,,"0",,"0","0",,11.6139330555,103.0426383397
"1232",Khon Kaen,THA-KKA,Khon Kaen,TH,Thailand,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,16.4330010595,102.8369974231
"1233",Kalasin,THA-KLS,Kalasin,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,16.4279969991,103.5090004160
"1234",Maha Sarakham,THA-MSR,Maha Sarakham,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,16.1839979632,103.2980042827
"1235",Roi Et,THA-RET,Roi Et,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,16.0509959332,103.6549983742
"1236",Chaiyaphum,THA-CHY,Chaiyaphum,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,15.7979970685,102.0400023056
"1237",Buriram,THA-BRR,Buriram,TH,Thailand,Provincial capital,,"1","5,000,000 and greater","0","1",UN_Data_2010_2020,14.9959980562,103.1120013119
"1238",Nakhon Ratchasima,THA-NRT,Nakhon Ratchasima,TH,Thailand,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,14.9689980733,102.1020034062
"1239",Surin,THA-SUR,Surin,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,14.8860000751,103.4970033472
"1240",Phnum Tbeng Meanchey,KHM-PVI,Preah Vihear,CB,Cambodia,Provincial capital,,"0",,"0","0",,13.8167009347,104.9667034393
"1241",Stoeng Treng,KHM-STR,Stoeng Treng,CB,Cambodia,Provincial capital,,"0",,"0","1",,13.5230040118,105.9740013136
"1242",Kampong Thum,KHM-KTH,Kampong Thum,CB,Cambodia,Provincial capital,,"0",,"0","1",,12.7119960691,104.8889974430
"1243",Kracheh,KHM-KRC,Kracheh,CB,Cambodia,Provincial capital,,"0",,"0","1",,12.4689960580,106.0239964093
"1244",Kampong Chnang,KHM-KCN,Kampong Chhnang,CB,Cambodia,Provincial capital,,"0",,"0","0",,12.2570010653,104.6639974205
"1245",Kampong Cham,KHM-KCH,Kampong Cham,CB,Cambodia,Provincial capital,,"0",,"0","1",,11.9909970053,105.4649974080
"1246",Phnom Penh,KHM-PPE,Phnum Penh,CB,Cambodia,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,11.5647390663,104.9131893337
"1247",Prey Veng,KHM-PVE,Prey Veng,CB,Cambodia,Provincial capital,,"0",,"0","1",,11.4839999200,105.3240033447
"1248",Kampong Spoe,KHM-KSP,Kampong Spoe,CB,Cambodia,Provincial capital,,"0",,"0","1",,11.4519960423,104.5189983217
"1249",Xiangkhoang,LAO-XNG,Xiangkhoang,LA,Laos,Provincial capital,,"0",,"0","1",,19.3332959658,103.3667013486
"1250",Muang Xaignabouri,LAO-XGN,Xaignabouri,LA,Laos,Provincial capital,,"0",,"0","0",,19.1950019338,101.4840003789
"1251",Vientiane,LAO-VNG,Viangchan,LA,Laos,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Habitat_2020,18.0017369987,102.6802354148
"1252",Nong Khai,THA-NKH,Nong Khai,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,17.8839990159,102.7469973148
"1253",Loei,THA-LOE,Loei,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,17.4899969863,101.7350013594
"1254",Udon Thani,THA-UTA,Udon Thani,TH,Thailand,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,17.4069989880,102.7899994019
"1255",Lumphat,KHM-RTN,Rotanokiri,CB,Cambodia,Provincial capital,,"0",,"0","0",,13.5070020729,106.9810023102
"1256",Senmonorom,KHM-MKI,Mondol Kiri,CB,Cambodia,Provincial capital,,"0",,"0","0",,12.4499970446,107.1999994130
"1257",Kemaman Harbor,MYS-TRN,Terengganu,MY,Malaysia,Other,,"0",,"57416","0",,4.2499979340,103.4667003105
"1258",Kuantan New Port,MYS-PHN,Pahang,MY,Malaysia,Other,,"4","250,000 to 499,999","57410","0",UN_Data_2010_2020,3.7999980545,103.3333024436
"1259",Kuala Terengganu,MYS-TRN,Terengganu,MY,Malaysia,Provincial capital,,"5","100,000 to 249,999","57420","0",UN_Data_2010_2020,5.3250029510,103.1409993444
"1260",Kuala Lipis,MYS-PHN,Pahang,MY,Malaysia,Provincial capital,,"0",,"0","0",,4.1840010650,102.0420003553
"1261",Kuala Lumpur,MYS-KLL,Kuala Lumpur,MY,Malaysia,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,3.1499999201,101.7080013766
"1262",Shah Alam,MYS-SLN,Selangor,MY,Malaysia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,3.0666959426,101.5499974134
"1263",Kuching,MYS-SRW,Sarawak,MY,Malaysia,Provincial capital,,"5","100,000 to 249,999","51560","0",UN_Data_2010_2020,1.5489989700,110.3439963120
"1264",Seremban,MYS-NSM,Negeri Sembilan,MY,Malaysia,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,2.7080010100,101.9500023628
"1265",Melaka,MYS-MEL,Melaka,MY,Malaysia,Provincial capital,,"0",,"49970","1",,2.1999959637,102.2550033090
"1266",Johor Baharu,MYS-JOH,Johor,MY,Malaysia,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,1.5000030646,103.7600013966
"1267",Pekanbaru,IDN-RIA,Riau,ID,Indonesia,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,0.5509979677,101.4329973223
"1268",Singapore,SGP,Singapore,SN,Singapore,National capital,,"1","5,000,000 and greater","50000","1",UN_Data_2010_2020,1.2688559861,103.8317943308
"1269",Pattani,THA-PTT,Pattani,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,6.8640029659,101.2500003621
"1270",Yala,THA-YAL,Yala,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,6.5500020255,101.2889974138
"1271",Narathiwat,THA-NRH,Narathiwat,TH,Thailand,Provincial capital,,"5","100,000 to 249,999","57432","1",UN_Data_2010_2020,6.4279980394,101.8250013022
"1272",Kota Baharu,MYS-KLN,Kelantan,MY,Malaysia,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,6.1180019690,102.2400003950
"1273",Svay Rieng,KHM-SRI,Svay Rieng,CB,Cambodia,Provincial capital,,"0",,"0","1",,11.0799990367,105.8010033726
"1274",Takev,KHM-TAK,Takev,CB,Cambodia,Provincial capital,,"0",,"0","1",,10.9833029631,104.7833013752
"1275",Kampot,KHM-KMP,Kampot,CB,Cambodia,Provincial capital,,"0",,"57500","1",,10.6059959179,104.1820024339
"1276",Lhasa,CHN-XZN,Xizang,CH,China,Provincial capital,,"0",,"0","0",,29.6510040238,91.1320022864
"1277",Myitkyina,MMR-KST,Kachin State,BM,Myanmar,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,25.3790010015,97.3880013083
"1278",Imphal,IND-MNP,Manipur,IN,India,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,24.7879979571,93.9410013473
"1279",Haka,MMR-CST,Chin State,BM,Myanmar,Provincial capital,,"0",,"0","0",,22.6500030298,93.6167043446
"1280",Aizawl,IND-MZR,Mizoram,IN,India,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,23.6666970662,92.7333004452
"1281",Itanagar,IND-APD,Arunachal Pradesh,IN,India,Provincial capital,,"0",,"0","0",,27.1500029836,93.5499963922
"1282",Dispur,IND-ASS,Assam,IN,India,Provincial capital,,"0",,"0","0",,26.1333000111,91.7832963233
"1283",Kohima,IND-NGL,Nagaland,IN,India,Provincial capital,,"0",,"0","0",,25.6680000089,94.1159973381
"1284",Shillong,IND-MGH,Meghalaya,IN,India,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,25.5666599673,91.8833313607
"1285",Agartala,IND-TRP,Tripura,IN,India,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,23.8167000599,91.2666963868
"1286",Dhaka,BGD-DAK,Dhaka,BG,Bangladesh,National and provincial capital,,"1","5,000,000 and greater","0","1",UN_Data_2010_2020,23.7099149441,90.4071423234
"1287",Barisal,BGD-BRS,Barisal,BG,Bangladesh,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,22.7030039706,90.3740043861
"1288",Dalandzadgad,MNG-OMN,Omnogovi,MG,Mongolia,Provincial capital,,"0",,"0","0",,43.4500020773,104.4999993083
"1289",Saynshand,MNG-DRG,Dornogovi,MG,Mongolia,Provincial capital,,"0",,"0","0",,44.8849979293,110.1169984053
"1290",Huhot,CHN-NMN,Nei Mongol,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,40.8140009574,111.6489963102
"1291",Yinchuan,CHN-NNG,Ningxia,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,38.4679980352,106.2630003210
"1292",Xining,CHN-QNG,Qinghai,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,36.6450030732,101.7649984168
"1293",Lanzhou,CHN-GAN,Gansu,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,36.1130040548,103.5999993837
"1294",Luoyang,CHN-HEN,Henan,CH,China,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,34.6713479819,112.3612383097
"1295",Xi'an,CHN-SHA,Shaanxi,CH,China,Other,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,34.2657000398,108.8833594289
"1296",Baotou,CHN-NMN,Nei Mongol,CH,China,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,40.6590030049,109.8080013597
"1297",Chengdu,CHN-SCH,Sichuan,CH,China,Provincial capital,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,30.6700019237,104.0709963264
"1298",Chongqing,CHN-SCH,Sichuan,CH,China,Other,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,29.5441020765,106.5226953165
"1299",Guiyang,CHN-GUI,Guizhou,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,26.5719960328,106.7000044378
"1300",Kunming,CHN-YNN,Yunnan,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,25.0509960064,102.7019973434
"1301",Nanning,CHN-GNG,Guangxi,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,22.8380040503,108.2960013275
"1302",Dalian,CHN-LNN,Liaoning,CH,China,Other,,"2","1,000,000 to 4,999,999","60250","0",UN_Habitat_2020,39.0317219259,121.5981993988
"1303",Qingdao,CHN-SHD,Shandong,CH,China,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,36.1483559979,120.4341304147
"1304",Fuzhou,CHN-FUJ,Fujian,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","59860","0",UN_Habitat_2020,26.0710020328,119.3040003087
"1305",Taipei,CHN-TWN,Taiwan,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,25.0350930268,121.5067233418
"1306",T'aichung,CHN-TWN,Taiwan,CH,China,Other,,"2","1,000,000 to 4,999,999","57955","0",UN_Habitat_2020,24.1436429809,120.6702813881
"1307",T'ainan,CHN-TWN,Taiwan,CH,China,Other,,"3","500,000 to 999,999","0","0",UN_Habitat_2020,23.0159790779,120.2096884031
"1308",Kaoshsiung,CHN-TWN,Taiwan,CH,China,Other,,"2","1,000,000 to 4,999,999","57920","0",UN_Habitat_2020,22.6080180051,120.2860533198
"1309",Nanjing,CHN-JNS,Jiangsu,CH,China,Provincial capital,,"1","5,000,000 and greater","60000","0",UN_Habitat_2020,32.0480010665,118.7690043812
"1310",Hefei,CHN-ANH,Anhui,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,31.8609990708,117.2760033625
"1311",Shanghai,CHN-SHN,Shanghai,CH,China,Provincial capital,,"1","5,000,000 and greater","59970","1",UN_Habitat_2020,31.2479999384,121.4730004198
"1312",Wuhan,CHN-HUB,Hubei,CH,China,Provincial capital,,"1","5,000,000 and greater","60060","0",UN_Habitat_2020,30.5730000363,114.2790032810
"1313",Hangzhou,CHN-ZHJ,Zhejiang,CH,China,Provincial capital,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,30.2529960106,120.1650033471
"1314",Nanchang,CHN-JNG,Jiangxi,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,28.6710030101,115.8890043909
"1315",Changsha,CHN-HUN,Hunan,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","60080","0",UN_Habitat_2020,28.0999980039,113.0000044063
"1316",Guangzhou,CHN-GND,Guangdong,CH,China,Other,,"1","5,000,000 and greater","57830","0",UN_Habitat_2020,23.0961870216,113.2936113061
"1317",Shenyang,CHN-LNN,Liaoning,CH,China,Other,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,41.8021649491,123.3830523632
"1318",Anshan,CHN-LNN,Liaoning,CH,China,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,41.1152490652,122.9770084186
"1319",Beijing,CHN-BJN,Beijing,CH,China,National and provincial capital,,"1","5,000,000 and greater","0","1",UN_Habitat_2020,39.9061890457,116.3880364167
"1320",Tangshan,CHN-HEB,Hebei,CH,China,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,39.6154440203,118.1802064065
"1321",Tianjin,CHN-TNJ,Tianjin,CH,China,Provincial capital,,"1","5,000,000 and greater","60195","1",UN_Habitat_2020,39.1280039594,117.1850043948
"1322",Shijiazhuang,CHN-HEB,Hebei,CH,China,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,38.0770920393,114.5597133773
"1323",Taiyuan,CHN-SHX,Shanxi,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,37.8929969296,112.5520024109
"1324",Jinan,CHN-SHD,Shandong,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,36.6560009517,116.9669973807
"1325",Zhengzhou,CHN-HEN,Henan,CH,China,Other,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,34.7576849440,113.6417852841
"1326",Vladivostok,RUS-PRM,Primorskiy kray,RS,Russia,Provincial capital,,"3","500,000 to 999,999","60610","0",UN_Data_2010_2020,43.1299980516,131.9604394405
"1327",Ch'ongjin,PRK-HBU,Hamgyong-bukto,KN,North Korea,Provincial capital,,"0",,"60500","0",,41.7840029520,129.7839963708
"1328",Taejon,KOR-CNM,Ch'ungch'ong-namdo,KS,South Korea,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,36.3240000227,127.4339973492
"1329",Chonju,KOR-CBU,Cholla-bukto,KS,South Korea,Provincial capital,,"0",,"0","0",,35.8166610482,127.1333252900
"1330",Pusan,KOR-PSN,Pusan-jikhalsi,KS,South Korea,Provincial capital enclave,,"2","1,000,000 to 4,999,999","60390","0",UN_Data_2010_2020,35.1579960381,129.0549874014
"1331",Kwangju,KOR-KWN,Kwangju-jikhalsi,KS,South Korea,Provincial capital enclave,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,35.1530010793,126.9080014160
"1332",Taegu,KOR-TGN,Taegu-jikhalsi,KS,South Korea,Provincial capital enclave,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,35.8640009585,128.5910013395
"1333",Wonsan,PRK-KDO,Kangwon-do,KN,North Korea,Provincial capital,,"0",,"60440","0",,39.1500000473,127.4609973320
"1334",P'yongyang,PRK-PSI,P'yongyang-si,KN,North Korea,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,39.0290040223,125.7570003454
"1335",Sariwon,PRK-HBK,Hwanghae-bukto,KN,North Korea,Provincial capital,,"0",,"0","0",,38.5070040230,125.7620044058
"1336",Haeju,PRK-HNM,Hwanghae-namdo,KN,North Korea,Provincial capital,,"0",,"60310","0",,38.0400030142,125.7149972831
"1337",Kaesong,PRK-KSI,Kaesong-si,KN,North Korea,Provincial capital,,"0",,"0","0",,37.9690019194,126.5660013023
"1338",Ch'unch'on,KOR-KDO,Kangwon-do,KS,South Korea,Provincial capital,,"0",,"0","0",,37.8590039383,127.7280004169
"1339",Inch`on,KOR-ICH,Inch'on-jikhalsi,KS,South Korea,Other,,"2","1,000,000 to 4,999,999","60320","0",UN_Data_2010_2020,37.4862420673,126.6334203379
