FID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,lat,long
"463",San Cristobal_Venezuela,VEN-TCH,Tachira,VE,Venezuela,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"7.7650020809","-72.2279966957"
"464",Bucaramanga_Colombia,COL-SNT,Santander,CO,Colombia,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"7.1129969606","-73.1199956509"
"465",Arauca_Colombia,COL-ARA,Arauca,CO,Colombia,Provincial capital,,"0",,"0","1",,"7.0790039693","-70.7579995604"
"466",Puerto Ayacucho_Venezuela,VEN-AMZ,Amazonas,VE,Venezuela,Provincial capital,,"0",,"0","0",,"5.6660040398","-67.6349995590"
"467",San Felipe_Venezuela,VEN-YRC,Yaracuy,VE,Venezuela,Provincial capital,,"0",,"0","0",,"10.3359959240","-68.7459956170"
"468",Maracay_Venezuela,VEN-ARA,Aragua,VE,Venezuela,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"10.2449969563","-67.5939956870"
"469",Valencia_Venezuela,VEN-CRB,Carabobo,VE,Venezuela,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"10.1780010624","-68.0030006307"
"470",Barquisimeto_Venezuela,VEN-LAR,Lara,VE,Venezuela,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"10.0659959301","-69.3389967111"
"471",San Carlos_Venezuela,VEN-CJD,Cojedes,VE,Venezuela,Provincial capital,,"0",,"0","0",,"9.6579989474","-68.5899986396"
"472",Guanare_Venezuela,VEN-PRT,Portuguesa,VE,Venezuela,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"9.0440009556","-69.7499997045"
"473",Barinas_Venezuela,VEN-BRN,Barinas,VE,Venezuela,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"8.6300010532","-70.2099986032"
"474",Yopal_Colombia,COL-CSN,Casanare,CO,Colombia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"5.3469990389","-72.4059986971"
"475",Puerto Inirida_Colombia,COL-GUI,Guainia,CO,Colombia,Provincial capital,,"0",,"0","0",,"3.8829960527","-67.8666957123"
"476",San Jose Del Guavuare_Colombia,COL-GUA,Guaviare,CO,Colombia,Provincial capital,,"0",,"0","0",,"2.5810020652","-72.5799956630"
"477",Mitu_Colombia,COL-VAU,Vaupes,CO,Colombia,Provincial capital,,"0",,"0","0",,"1.2660030479","-70.2209966471"
"478",Toronto_Canada,CAN-ONT,Ontario,CA,Canada,Provincial capital,,"2","1,000,000 to 4,999,999","3000","0",UN_Data_2010_2020,"43.7207669367","-79.4126335823"
"479",Buffalo_United States,USA-NYO,New York,US,United States,Other,,"4","250,000 to 499,999","3430","0",US_Census_2019,"42.8986619907","-78.8484326023"
"480",Detroit_United States,USA-MCH,Michigan,US,United States,Other,,"3","500,000 to 999,999","3620","0",US_Census_2019,"42.3943199253","-83.0789276893"
"481",Cleveland_United States,USA-OHI,Ohio,US,United States,Other,,"4","250,000 to 499,999","3490","0",US_Census_2019,"41.3907209418","-81.7275057186"
"482",Pittsburgh_United States,USA-PEN,Pennsylvania,US,United States,Other,,"4","250,000 to 499,999","16510","0",US_Census_2019,"40.4972010263","-79.9970846323"
"483",Columbus_United States,USA-OHI,Ohio,US,United States,Provincial capital,,"3","500,000 to 999,999","0","0",US_Census_2019,"40.0449960770","-82.9929956658"
"484",Nassau_The Bahamas,BHS,Bahamas,BF,The Bahamas,National capital,,"4","250,000 to 499,999","9990","0",UN_Data_2010_2020,"25.0669979453","-77.3399965917"
"485",Mobile_United States,USA-ALB,Alabama,US,United States,Other,,"5","100,000 to 249,999","8770","0",US_Census_2019,"30.6833039967","-88.1166955874"
"486",Montgomery_United States,USA-ALB,Alabama,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"32.3600039573","-86.2990015635"
"487",Tallahassee_United States,USA-FLA,Florida,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"30.4499970255","-84.3000026498"
"488",Jacksonville_United States,USA-FLA,Florida,US,United States,Other,,"3","500,000 to 999,999","8580","0",US_Census_2019,"30.3300000253","-81.6599966599"
"489",Tampa_United States,USA-FLA,Florida,US,United States,Other,,"4","250,000 to 499,999","8670","0",US_Census_2019,"27.9973529582","-82.5930266264"
"490",Miami_United States,USA-FLA,Florida,US,United States,Other,,"4","250,000 to 499,999","8640","0",US_Census_2019,"25.8321240542","-80.2702165699"
"491",Matanzas_Cuba,CUB-MTN,Matanzas,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","10110","1",UN_Data_2010_2020,"23.0499990430","-81.5650015928"
"492",Havana_Cuba,CUB-CHB,Ciudad de la Habana,CU,Cuba,National and provincial capital,,"2","1,000,000 to 4,999,999","10100","0",UN_Data_2010_2020,"23.0489550066","-82.4164555622"
"493",Milwaukee_United States,USA-WIS,Wisconsin,US,United States,Other,,"3","500,000 to 999,999","4860","0",US_Census_2019,"43.0679430033","-87.9907406790"
"494",Madison_United States,USA-WIS,Wisconsin,US,United States,Provincial capital,,"4","250,000 to 499,999","0","0",US_Census_2019,"43.0666649730","-89.3999967063"
"495",Lansing_United States,USA-MCH,Michigan,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"42.7259970028","-84.5579966388"
"496",Chicago_United States,USA-ILL,Illinois,US,United States,Other,,"2","1,000,000 to 4,999,999","4800","0",US_Census_2019,"41.8265459875","-87.6412976068"
"497",Indianapolis_United States,USA-IND,Indiana,US,United States,Provincial capital,,"3","500,000 to 999,999","0","0",US_Census_2019,"39.8140020709","-86.1350036167"
"498",Springfield_United States,USA-ILL,Illinois,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"39.7940040326","-89.6540036975"
"499",Cincinnati_United States,USA-OHI,Ohio,US,United States,Other,,"4","250,000 to 499,999","0","0",US_Census_2019,"39.1480109337","-84.4770145625"
"500",Frankfort_United States,USA-KEN,Kentucky,US,United States,Provincial capital,,"7","Less than 50,000","0","0",US_Census_2019,"38.2010040519","-84.8390036128"
"501",Abeche_Chad,TCD-OUA,Ouaddai,CD,Chad,Provincial capital,,"0",,"0","0",,"13.8369960162","20.8320034156"
"502",Zinder_Niger,NER-ZND,Zinder,NG,Niger,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"13.7969999396","8.9939973128"
"503",Ati_Chad,TCD-BAT,Batha,CD,Chad,Provincial capital,,"0",,"0","0",,"13.2139980301","18.3380043200"
"504",Mongo_Chad,TCD-GUE,Guera,CD,Chad,Provincial capital,,"0",,"0","0",,"12.1869989952","18.6980044222"
"505",Kano_Nigeria,NGA-KAN,Kano,NI,Nigeria,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Habitat_2020,"11.9999969996","8.4999963212"
"506",Dutse_Nigeria,NGA-JIG,Jigawa,NI,Nigeria,Provincial capital,,"0",,"0","0",,"11.7991890332","9.3503344342"
"507",Bafoussam_Cameroon,CMR-OUE,Ouest,CM,Cameroon,Provincial capital,,"0",,"0","0",,"5.4860039886","10.4130003276"
"508",Buea_Cameroon,CMR-SOU,Sud-Ouest,CM,Cameroon,Provincial capital,,"0",,"0","0",,"4.1550030325","9.2310033403"
"509",Douala_Cameroon,CMR-LTT,Littoral,CM,Cameroon,Other,,"2","1,000,000 to 4,999,999","46280","0",UN_Habitat_2020,"4.1366520531","9.7063743470"
"510",Malabo_Equatorial Guinea,GNQ-BKN,Bioko Norte,EK,Equatorial Guinea,National and provincial capital,,"0",,"46320","0",,"3.7436040367","8.7725613119"
"511",Luba_Equatorial Guinea,GNQ-BKS,Bioko Sur,EK,Equatorial Guinea,Provincial capital,,"0",,"46330","0",,"3.4499969714","8.5500003530"
"512",Ebolowa_Cameroon,CMR-SUD,Sud,CM,Cameroon,Provincial capital,,"0",,"0","0",,"2.9179979530","11.1480034461"
"513",Bauchi_Nigeria,NGA-BAU,Bauchi,NI,Nigeria,Provincial capital,,"0",,"0","1",,"10.3100040676","9.8450013321"
"514",Jos_Nigeria,NGA-PLA,Plateau,NI,Nigeria,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,"9.9240030074","8.8929993260"
"515",Makurdi_Nigeria,NGA-BEN,Benue,NI,Nigeria,Provincial capital,,"0",,"0","0",,"7.7470019268","8.5230003702"
"516",Bamenda_Cameroon,CMR-NOU,Nord-Ouest,CM,Cameroon,Provincial capital,,"0",,"0","0",,"5.9589989810","10.1480043941"
"517",Bata_Equatorial Guinea,GNQ-LTR,Litoral,EK,Equatorial Guinea,Provincial capital,,"0",,"46305","0",,"1.8496799652","9.8164623512"
"518",Evinayong_Equatorial Guinea,GNQ-CNS,Centro Sur,EK,Equatorial Guinea,Provincial capital,,"0",,"0","0",,"1.4499990329","10.5667023776"
"519",Libreville_Gabon,GAB-EST,Estuaire,GB,Gabon,National and provincial capital,,"3","500,000 to 999,999","46430","0",UN_Data_2010_2020,"0.3909959548","9.4539963770"
"520",Faya_Chad,TCD-BET,Borkou-Ennedi-Tibesti,CD,Chad,Provincial capital,,"0",,"0","0",,"17.9299980122","19.1199963579"
"521",Mao_Chad,TCD-KAN,Kanem,CD,Chad,Provincial capital,,"0",,"0","0",,"14.1219989241","15.3170013302"
"522",Bol_Chad,TCD-LAC,Lac,CD,Chad,Provincial capital,,"0",,"0","0",,"13.4659980354","14.7167014138"
"523",Diffa_Niger,NER-DIF,Diffa,NG,Niger,Provincial capital,,"0",,"0","1",,"13.3166970234","12.6167043479"
"524",Ndjamena_Chad,TCD-CBG,Chari-Baguirmi,CD,Chad,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,"12.1041360317","15.2408253958"
"525",Maiduguri_Nigeria,NGA-BOR,Borno,NI,Nigeria,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,"11.8510019668","13.1609973128"
"526",Damaturu_Nigeria,NGA-YOB,Yobe,NI,Nigeria,Provincial capital,,"0",,"0","0",,"11.7489960190","11.9660043973"
"527",Bozoum_Central African Republic,CAF-OPE,Ouham-Pende,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"6.3160020087","16.3780022925"
"528",Bouar_Central African Republic,CAF-NMM,Nana-Mambere,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"5.9329980230","15.5930044094"
"529",Bangui_Central African Republic,CAF-OMP,Ombella-Mpoko,CT,Central African Republic,National and provincial capital,,"0",,"0","0",,"4.3658550295","18.5623473724"
"530",Mobaye_Central African Republic,CAF-BKO,Basse-Kotto,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"4.3200000041","21.1799973474"
"531",Mbaiki_Central African Republic,CAF-LOB,Lobaye,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"3.8660040251","17.9939973860"
"532",Impfondo_Congo,COG-LIK,Likouala,CF,Congo,Provincial capital,,"0",,"0","0",,"1.5998669919","18.0000003057"
"533","Mbandaka_Congo, DRC",ZAR-EQT,Equateur,CG,"Congo, DRC",Provincial capital,,"0",,"0","0",,"0.0479969818","18.2559964105"
"534",Bertoua_Cameroon,CMR-EST,Est,CM,Cameroon,Provincial capital,,"0",,"0","0",,"4.5749969185","13.6850042979"
"535",Nashville_United States,USA-TNN,Tennessee,US,United States,Provincial capital,,"3","500,000 to 999,999","0","0",US_Census_2019,"36.1420019219","-86.8179957176"
"536",Gorzow Wielkopolski_Poland,POL-GRZ,Gorzow,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"52.7360039178","15.2360013817"
"537",Berberati_Central African Republic,CAF-HSN,Haute-Sangha,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"4.2489990747","15.7850013638"
"538",Yaounde_Cameroon,CMR-CNT,Centre,CM,Cameroon,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,"3.8649960642","11.5139973664"
"539",Nola_Central African Republic,CAF-SNG,Sangha,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"3.5209980663","16.0399984437"
"540",Ebebiyin_Equatorial Guinea,GNQ-KNT,Kie-Ntem,EK,Equatorial Guinea,Provincial capital,,"0",,"0","0",,"2.1529979426","11.3300013814"
"541",Mongomo_Equatorial Guinea,GNQ-WLN,Wele-Nzas,EK,Equatorial Guinea,Provincial capital,,"0",,"0","0",,"1.6229969739","11.3110023680"
"542",Ouesso_Congo,COG-SNG,Sangha,CF,Congo,Provincial capital,,"0",,"0","0",,"1.6049969854","16.0550013577"
"543",Oyem_Gabon,GAB-WNT,Woleu-Ntem,GB,Gabon,Provincial capital,,"0",,"0","0",,"1.5980039769","11.5790043122"
"544",Makokou_Gabon,GAB-OIV,Ogooue-Ivindo,GB,Gabon,Provincial capital,,"0",,"0","0",,"0.5619960116","12.8570043275"
"545",Maroua_Cameroon,CMR-ENO,Extreme-Nord,CM,Cameroon,Provincial capital,,"0",,"0","0",,"10.5929999897","14.3280003222"
"546",Bongor_Chad,TCD-MKE,Mayo Kebi,CD,Chad,Provincial capital,,"0",,"0","0",,"10.2740039250","15.3710012959"
"547",Lai_Chad,TCD-TND,Tandjile,CD,Chad,Provincial capital,,"0",,"0","0",,"9.3950010635","16.3050033134"
"548",Garoua_Cameroon,CMR-NOR,Nord,CM,Cameroon,Provincial capital,,"0",,"0","0",,"9.2979990106","13.3949973296"
"549",Yola_Nigeria,NGA-ADM,Adamawa,NI,Nigeria,Provincial capital,,"0",,"0","0",,"9.2390039207","12.4650003476"
"550",Jalingo_Nigeria,NGA-TAR,Taraba,NI,Nigeria,Provincial capital,,"0",,"0","0",,"8.8839989427","11.3689984331"
"551",Doba_Chad,TCD-LOR,Logone Oriental,CD,Chad,Provincial capital,,"0",,"0","0",,"8.6499989259","16.8509972849"
"552",Moundou_Chad,TCD-LOC,Logone Occidental,CD,Chad,Provincial capital,,"0",,"0","0",,"8.5538880026","16.0897054323"
"553",Ngaoundere_Cameroon,CMR-ADM,Adamoua,CM,Cameroon,Provincial capital,,"0",,"0","0",,"7.3240020301","13.5839973750"
"554",Am Timan_Chad,TCD-SLM,Salamat,CD,Chad,Provincial capital,,"0",,"0","0",,"11.0332980588","20.2833003111"
"555",Sarh_Chad,TCD-MCH,Moyen-Chari,CD,Chad,Provincial capital,,"0",,"0","0",,"9.1469969921","18.3960003851"
"556",Ndele_Central African Republic,CAF-BBN,Bamingui-Bangoran,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"8.4099959894","20.6510043396"
"557",Kaga Bandoro_Central African Republic,CAF-GRB,Gribingui,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"7.0000020705","19.1666973359"
"558",Bria_Central African Republic,CAF-HKO,Haute-Kotto,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"6.5379960205","21.9940023646"
"559",Bossangoa_Central African Republic,CAF-OUH,Ouham,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"6.4909979994","17.4549964230"
"560",Sibut_Central African Republic,CAF-KGR,Kemo-Gribingui,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"5.7666960473","19.0999983197"
"561",Bambari_Central African Republic,CAF-OUA,Ouaka,CT,Central African Republic,Provincial capital,,"0",,"0","0",,"5.7590010571","20.6710023779"
"562",Kebili_Tunisia,TUN-QBL,Quibili,TS,Tunisia,Provincial capital,,"0",,"0","0",,"33.6899969525","8.9710023655"
"563",Medemine_Tunisia,TUN-MDN,Madaniyin,TS,Tunisia,Provincial capital,,"0",,"0","0",,"33.3999989203","10.4166993838"
"564",Tataouine_Tunisia,TUN-TTW,Tatawin,TS,Tunisia,Provincial capital,,"0",,"0","0",,"33.0000030726","10.4667034156"
"565",Ghadamis_Libya,LBY-GHD,Ghadamis,LY,Libya,Other,,"0",,"0","1",,"30.1385969917","9.8183523401"
"566",Genoa_Italy,ITA-LIG,Liguria,IT,Italy,Provincial capital,,"3","500,000 to 999,999","39470","0",UN_Data_2010_2020,"44.4130019618","8.8830003069"
"567",Florence_Italy,ITA-TSC,Toscana,IT,Italy,Other,,"0",,"0","0",,"43.7815709285","11.2077453637"
"568",Ajaccio_France,FRA-COR,Corse,FR,France,Provincial capital,,"0",,"39100","0",,"41.9609969925","8.6619963838"
"569",Cagliari_Italy,ITA-SRD,Sardegna,IT,Italy,Provincial capital,,"5","100,000 to 249,999","39210","0",UN_Data_2010_2020,"39.2249970761","9.1089993543"
"570",Bizerte_Tunisia,TUN-BNZ,Banzart,TS,Tunisia,Provincial capital,,"0",,"45440","0",,"37.2974579780","9.8619213743"
"571",L'Ariana_Tunisia,TUN-ARY,Aryanah,TS,Tunisia,Provincial capital,,"0",,"0","0",,"36.8666730681","10.1999973739"
"572",Tunis_Tunisia,TUN-TUN,Tunis,TS,Tunisia,National and provincial capital,,"2","1,000,000 to 4,999,999","45430","1",UN_Data_2010_2020,"36.8190000391","10.1660043826"
"573",Beja_Tunisia,TUN-BAJ,Bajah,TS,Tunisia,Provincial capital,,"0",,"0","0",,"36.7250039969","9.1919973525"
"574",Jendouba_Tunisia,TUN-JND,Jundubah,TS,Tunisia,Provincial capital,,"0",,"0","0",,"36.5000039744","8.7499984424"
"575",Le Kef_Tunisia,TUN-AKA,Al Kaf,TS,Tunisia,Provincial capital,,"0",,"0","0",,"36.1666980412","8.6667034010"
"576",Siliana_Tunisia,TUN-SLY,Silyanah,TS,Tunisia,Provincial capital,,"0",,"0","0",,"36.0833040406","9.3833014269"
"577",Kasserine_Tunisia,TUN-AQS,Al Qasrayn,TS,Tunisia,Provincial capital,,"0",,"0","0",,"35.2167030210","8.7166983311"
"578",Sdid Bouzid_Tunisia,TUN-SBZ,Sidi Bu Zayd,TS,Tunisia,Provincial capital,,"0",,"0","0",,"35.0166959955","9.5000043094"
"579",Sfax_Tunisia,TUN-SFQ,Safaqis,TS,Tunisia,Other,,"0",,"45390","0",,"34.7452379251","10.7592573429"
"580",Gafsa_Tunisia,TUN-QFS,Qafsah,TS,Tunisia,Provincial capital,,"0",,"0","0",,"34.4220029964","8.7869974444"
"581",Gabes_Tunisia,TUN-QAB,Qabis,TS,Tunisia,Provincial capital,,"0",,"0","0",,"33.8930010526","10.1030044226"
"582",Nabeul_Tunisia,TUN-NAB,Nabul,TS,Tunisia,Provincial capital,,"0",,"0","0",,"36.4560030278","10.7350024030"
"583",Zaghouan_Tunisia,TUN-ZGH,Zaghwan,TS,Tunisia,Provincial capital,,"0",,"0","0",,"36.3999960763","10.1469964331"
"584",Sousse_Tunisia,TUN-SUS,Susah,TS,Tunisia,Provincial capital,,"0",,"45410","0",,"35.8295490810","10.6358763674"
"585",Monasir_Tunisia,TUN-AMN,Al Munastir,TS,Tunisia,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"35.7307020508","10.7672943878"
"586",Kairouan_Tunisia,TUN-AQY,Al Qayrawan,TS,Tunisia,Provincial capital,,"0",,"0","0",,"35.7000030118","10.0167033706"
"587",Mahdia_Tunisia,TUN-AMH,Al Mahdiyah,TS,Tunisia,Provincial capital,,"0",,"45400","0",,"35.4839129604","11.0408764410"
"588",Bari_Italy,ITA-PUG,Puglia,IT,Italy,Provincial capital,,"4","250,000 to 499,999","40530","0",UN_Data_2010_2020,"41.1000030557","16.8667023460"
"589",Campobasso_Italy,ITA-MOL,Molise,IT,Italy,Provincial capital,,"0",,"0","0",,"41.5629990289","14.6559963812"
"590",Naples_Italy,ITA-CMP,Campania,IT,Italy,Other,,"3","500,000 to 999,999","39960","0",UN_Data_2010_2020,"40.8333600633","14.2500244221"
"591",Potenza_Italy,ITA-BSL,Basilicata,IT,Italy,Provincial capital,,"0",,"0","0",,"40.6420020412","15.7989963169"
"592",Catanzaro_Italy,ITA-CLB,Calabria,IT,Italy,Provincial capital,,"0",,"40430","0",,"38.9040029617","16.5909963101"
"593",Palermo_Italy,ITA-SIC,Sicilia,IT,Italy,Provincial capital,,"3","500,000 to 999,999","40130","0",UN_Data_2010_2020,"38.1210029628","13.3589973524"
"594",Valletta_Malta,MLT,Malta,MT,Malta,National capital,,"7","Less than 50,000","40330","0",UN_Data_2010_2020,"35.9129970293","14.5040044394"
"595",Bologna_Italy,ITA-ERM,Emilia-Romagna,IT,Italy,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"44.5030020701","11.3339973153"
"596",San Marino_San Marino,SMR,San Marino,SM,San Marino,National capital,,"7","Less than 50,000","0","1",UN_Data_2010_2020,"43.9166610313","12.4666654442"
"597",Ancona_Italy,ITA-MRC,Marche,IT,Italy,Provincial capital,,"5","100,000 to 249,999","40660","0",UN_Data_2010_2020,"43.6210019686","13.5160022907"
"598",Perugia_Italy,ITA-UMB,Umbria,IT,Italy,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"43.1129969224","12.3849994239"
"599",Aquila_Italy,ITA-ABR,Abruzzi,IT,Italy,Provincial capital,,"0",,"0","0",,"42.3594359700","13.4108102861"
"600",Rome_Italy,ITA-LAZ,Lazio,IT,Italy,National and provincial capital,,"2","1,000,000 to 4,999,999","39820","0",UN_Data_2010_2020,"41.8799970439","12.5199993381"
"601",Sarajevo_Bosnia & Herzegovina,BIH,Bosnia & Herzegovina,BK,Bosnia & Herzegovina,National capital,,"0",,"0","0",,"43.8699959633","18.4300023125"
"602",Bajram Curri_Albania,ALB-TRP,Tropoje,AL,Albania,Provincial capital,,"0",,"0","0",,"42.3332999773","20.0833023873"
"603",Shkoder_Albania,ALB-SHK,Shkoder,AL,Albania,Provincial capital,,"0",,"0","1",,"42.0740009842","19.5280024422"
"604",Lezhe_Albania,ALB-LEZ,Lezhe,AL,Albania,Provincial capital,,"0",,"0","1",,"41.7879990514","19.6540023622"
"605",Durres_Albania,ALB-DRR,Durres,AL,Albania,Provincial capital,,"5","100,000 to 249,999","41670","1",UN_Data_2010_2020,"41.3270009624","19.4540044383"
"606",Fier_Albania,ALB-FIE,Fier,AL,Albania,Provincial capital,,"0",,"0","1",,"40.7300039343","19.5730024136"
"607",Vlore_Albania,ALB-VLO,Vlore,AL,Albania,Provincial capital,,"0",,"41690","1",,"40.4720010092","19.4900044154"
"608",Belgrade_Serbia,SRB,Serbia,RB,Serbia,National capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"44.7996780299","20.4125584388"
"609",Podgorica_Montenegro,MON,Montenegro,MJ,Montenegro,National capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"42.4999979555","19.4000043071"
"610",Erseke_Albania,ALB-KLN,Kolonje,AL,Albania,Provincial capital,,"0",,"0","0",,"40.3333020388","20.6832963244"
"611",Skopje_North Macedonia,MKD,Macedonia,MK,North Macedonia,National capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"41.9833349697","21.4333384323"
"612",Pogradec_Albania,ALB-PGR,Pogradec,AL,Albania,Provincial capital,,"0",,"0","1",,"40.8999960302","20.6640004333"
"613",Korce_Albania,ALB-KOR,Korce,AL,Albania,Provincial capital,,"0",,"0","1",,"40.6166759256","20.7666633512"
"614",Ioannina_Greece,GRC-IPR,Ipiros,GR,Greece,Provincial capital,,"0",,"0","0",,"39.6579959920","20.8530003132"
"615",Larisa_Greece,GRC-THS,Thessalia,GR,Greece,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"39.6399960034","22.4190003111"
"616",Lushnje_Albania,ALB-LSH,Lushnje,AL,Albania,Provincial capital,,"0",,"0","1",,"40.9400010428","19.7160032973"
"617",Gramsh_Albania,ALB-GRM,Gramsh,AL,Albania,Provincial capital,,"0",,"0","1",,"40.8666959190","20.1999963336"
"618",Berat_Albania,ALB-BER,Berat,AL,Albania,Provincial capital,,"0",,"0","1",,"40.7099969600","19.9719994020"
"619",Corovode_Albania,ALB-SKR,Skrapar,AL,Albania,Provincial capital,,"0",,"0","0",,"40.5167039375","20.2332964449"
"620",Tepelene_Albania,ALB-TPL,Tepelene,AL,Albania,Provincial capital,,"0",,"0","1",,"40.2832980070","20.0332983555"
"621",Permet_Albania,ALB-PRM,Permet,AL,Albania,Provincial capital,,"0",,"0","1",,"40.2339959569","20.3519973770"
"622",Gjirokaster_Albania,ALB-GJR,Gjirokaster,AL,Albania,Provincial capital,,"0",,"0","1",,"40.0789980044","20.1490023786"
"623",Sarande_Albania,ALB-SRN,Sarande,AL,Albania,Provincial capital,,"0",,"0","1",,"39.8770020309","19.9999984097"
"624",Kerkya_Greece,GRC-IIS,Ionian Islands,GR,Greece,Provincial capital,,"0",,"41720","0",,"39.6199979651","19.9199973206"
"625",Peshkopi_Albania,ALB-DIB,Dibre,AL,Albania,Provincial capital,,"0",,"0","0",,"41.6833020084","20.4333033049"
"626",Kukes_Albania,ALB-KUK,Kukes,AL,Albania,Provincial capital,,"0",,"0","1",,"42.0830009785","20.4339963504"
"627",Puke_Albania,ALB-PUK,Puke,AL,Albania,Provincial capital,,"0",,"0","1",,"42.0333029260","19.8833042979"
"628",Rreshen_Albania,ALB-MRD,Mirdite,AL,Albania,Provincial capital,,"0",,"0","0",,"41.7833009703","19.8167044064"
"629",Burrel_Albania,ALB-MAT,Mat,AL,Albania,Provincial capital,,"0",,"0","0",,"41.6259989889","20.0160003486"
"630",Kruje_Albania,ALB-KRU,Kruje,AL,Albania,Provincial capital,,"0",,"0","1",,"41.5189980823","19.7970034113"
"631",Tirana_Albania,ALB-TIR,Tirane,AL,Albania,National and provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"41.3319959212","19.8320043636"
"632",Librazhd_Albania,ALB-LBR,Librazhd,AL,Albania,Provincial capital,,"0",,"0","1",,"41.2000020176","20.3667034134"
"633",Elbasan_Albania,ALB-ELB,Elbasan,AL,Albania,Provincial capital,,"0",,"0","1",,"41.1170040194","20.0930043632"
"634",Lamia_Greece,GRC-CGE,Central Greece and Evvoia,GR,Greece,Provincial capital,,"0",,"0","0",,"38.8989990668","22.4340033905"
"635",Patras_Greece,GRC-PLP,Peloponnisos,GR,Greece,Other,,"5","100,000 to 249,999","41850","0",UN_Data_2010_2020,"38.1412349949","21.8831763033"
"636",Tripoli_Greece,GRC-PLP,Peloponnisos,GR,Greece,Provincial capital,,"0",,"0","0",,"37.5080039958","22.3689964448"
"637",Tripoli_Libya,LBY-TRB,Tarabulus,LY,Libya,National and provincial capital,,"2","1,000,000 to 4,999,999","45330","0",UN_Habitat_2020,"32.8931279336","13.1568933180"
"638",Az Zawiyah_Libya,LBY-AZW,Az Zawiyah,LY,Libya,Provincial capital,,"0",,"0","1",,"32.7539970508","12.7299962812"
"639",Al Khums_Libya,LBY-AKH,Al Khums,LY,Libya,Provincial capital,,"0",,"0","1",,"32.6503079688","14.2699772833"
"640",Misratah_Libya,LBY-MSR,Misratah,LY,Libya,Provincial capital,,"0",,"45320","1",,"32.3739990758","15.0949983823"
"641",Gharyan_Libya,LBY-GHR,Gharyan,LY,Libya,Provincial capital,,"0",,"0","1",,"32.1660000170","13.0167003611"
"642",Benghazi_Libya,LBY-BNG,Banghazi,LY,Libya,Provincial capital,,"0",,"45280","0",,"32.1219990705","20.0680024301"
"643",Ajdabiya_Libya,LBY-AJD,Ajdabiya,LY,Libya,Provincial capital,,"0",,"0","1",,"30.7600020320","20.2239994074"
"644",Sabha_Libya,LBY-SAB,Sabha,LY,Libya,Provincial capital,,"0",,"0","1",,"27.0649979996","14.4309963587"
"645",Murzuq_Libya,LBY-MRZ,Murzuq,LY,Libya,Other,,"0",,"0","1",,"25.9100009951","13.9100043204"
